,age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income
9977,33,Self-emp-not-inc,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States,<=50K
25911,62,?,Masters,Married-civ-spouse,?,Husband,White,Male,30,United-States,>50K
14792,22,Private,12th,Married-spouse-absent,Other-service,Unmarried,Black,Female,50,United-States,<=50K
12101,29,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,32,United-States,<=50K
10176,41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
9171,63,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,60,United-States,<=50K
27607,31,Private,Bachelors,Never-married,Sales,Not-in-family,Black,Female,50,United-States,<=50K
1220,19,Private,7th-8th,Never-married,Craft-repair,Own-child,White,Male,32,United-States,<=50K
4889,34,Local-gov,HS-grad,Divorced,Protective-serv,Unmarried,White,Male,40,Portugal,<=50K
4718,34,Private,HS-grad,Married-civ-spouse,Tech-support,Wife,White,Female,32,United-States,<=50K
31771,32,Private,HS-grad,Divorced,Prof-specialty,Own-child,White,Female,40,United-States,<=50K
23545,43,Private,Bachelors,Separated,Exec-managerial,Unmarried,White,Male,60,United-States,>50K
5808,30,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Male,40,United-States,<=50K
8724,43,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K
28169,26,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,70,United-States,<=50K
6125,48,Private,12th,Separated,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K
24986,31,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,47,United-States,<=50K
28701,20,Private,7th-8th,Never-married,Machine-op-inspct,Own-child,White,Female,52,United-States,<=50K
10817,42,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K
7529,51,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
26949,51,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
30842,35,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,65,United-States,<=50K
17213,35,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K
10723,38,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,>50K
13763,45,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
20175,21,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,20,United-States,<=50K
6626,59,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,34,United-States,<=50K
5608,37,Private,Bachelors,Never-married,Sales,Not-in-family,Black,Female,40,United-States,<=50K
26728,54,Private,5th-6th,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,40,Mexico,<=50K
16032,25,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
208,20,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,18,United-States,<=50K
27668,41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
8955,32,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,45,United-States,<=50K
7273,51,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K
6269,22,?,Some-college,Separated,?,Own-child,White,Male,25,United-States,<=50K
3760,70,?,HS-grad,Widowed,?,Not-in-family,White,Female,20,United-States,<=50K
28061,24,Private,Assoc-acdm,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
9281,35,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
31884,28,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,23,United-States,<=50K
31580,55,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
18489,33,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Male,40,United-States,<=50K
21111,39,Self-emp-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,99,United-States,<=50K
5455,43,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,78,Thailand,<=50K
12291,36,Private,Bachelors,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
4832,24,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Black,Female,45,United-States,<=50K
13125,34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
27922,38,Private,HS-grad,Married-AF-spouse,Other-service,Wife,White,Female,25,United-States,<=50K
5954,35,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,35,United-States,<=50K
7158,51,?,HS-grad,Married-spouse-absent,?,Not-in-family,White,Male,20,United-States,>50K
26935,17,Self-emp-not-inc,12th,Never-married,Handlers-cleaners,Own-child,White,Male,15,United-States,<=50K
30010,31,Private,Bachelors,Never-married,Prof-specialty,Unmarried,White,Male,40,United-States,<=50K
7091,39,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
22588,20,?,Some-college,Never-married,?,Own-child,Black,Male,30,United-States,<=50K
9263,20,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,20,United-States,<=50K
15661,47,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,45,United-States,<=50K
1187,56,Self-emp-inc,12th,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
22373,52,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,40,Germany,<=50K
23233,51,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
18168,41,Private,Some-college,Widowed,Adm-clerical,Unmarried,Black,Female,48,United-States,<=50K
19158,44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,United-States,<=50K
27286,29,?,10th,Never-married,?,Own-child,White,Female,38,United-States,<=50K
19479,41,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
7544,43,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
25974,53,Private,1st-4th,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K
27812,49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
5179,22,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,20,India,<=50K
11400,20,?,Some-college,Never-married,?,Own-child,White,Female,40,United-States,<=50K
26554,42,Private,Preschool,Never-married,Handlers-cleaners,Not-in-family,White,Male,25,United-States,<=50K
24518,34,Private,Some-college,Separated,Other-service,Unmarried,Black,Female,37,United-States,<=50K
25731,33,Private,Some-college,Separated,Prof-specialty,Unmarried,White,Female,37,United-States,<=50K
21172,45,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,51,United-States,<=50K
17199,23,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
5543,47,State-gov,9th,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
30677,61,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,38,United-States,>50K
28083,21,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K
8335,31,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,28,United-States,<=50K
25279,47,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
7710,19,?,Some-college,Never-married,?,Own-child,White,Female,45,United-States,<=50K
20086,35,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K
15568,25,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K
31017,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
21509,60,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,65,United-States,>50K
6629,43,Federal-gov,Masters,Divorced,Protective-serv,Not-in-family,White,Male,60,United-States,>50K
18818,33,Private,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Male,20,United-States,<=50K
18618,26,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
31715,28,Private,9th,Married-civ-spouse,Protective-serv,Wife,Black,Female,40,United-States,<=50K
31690,36,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
2080,57,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
28764,29,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
18508,47,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,48,United-States,<=50K
13313,59,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K
19148,50,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,70,United-States,>50K
7648,29,?,HS-grad,Divorced,?,Unmarried,White,Female,40,United-States,<=50K
15018,20,Private,HS-grad,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,40,United-States,<=50K
30978,64,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
22069,32,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,<=50K
13555,37,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Male,40,United-States,<=50K
27370,49,Private,HS-grad,Separated,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K
29490,45,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,72,?,<=50K
29617,45,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,>50K
8222,20,?,Some-college,Never-married,?,Unmarried,White,Female,20,United-States,<=50K
3852,70,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,<=50K
25403,38,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K
26711,25,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,>50K
15804,46,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
21554,34,Private,Masters,Never-married,Sales,Unmarried,White,Male,60,United-States,>50K
23275,51,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
23494,20,State-gov,Some-college,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
9413,21,Private,Assoc-voc,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K
17520,59,Private,9th,Separated,Machine-op-inspct,Unmarried,White,Female,40,Mexico,<=50K
28818,46,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
29553,19,?,Some-college,Never-married,?,Other-relative,White,Female,30,United-States,<=50K
19669,27,Local-gov,Assoc-voc,Never-married,Tech-support,Own-child,White,Female,38,United-States,<=50K
2835,33,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,21,United-States,>50K
15203,32,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
11416,23,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
28118,27,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K
10884,43,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K
30609,24,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
26473,43,State-gov,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,40,United-States,<=50K
13240,33,Self-emp-not-inc,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K
24100,42,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
21137,31,Private,Bachelors,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
2179,59,Private,Some-college,Separated,Sales,Not-in-family,White,Male,60,United-States,>50K
3329,44,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
9348,26,Private,Bachelors,Never-married,Adm-clerical,Other-relative,White,Female,50,United-States,<=50K
9714,35,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,<=50K
10084,21,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,25,Germany,<=50K
5642,27,Private,10th,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
26146,21,Private,Some-college,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,40,United-States,<=50K
24099,32,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K
13130,49,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,17,United-States,<=50K
7994,18,Private,Some-college,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K
832,47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
15030,31,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,<=50K
14839,61,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
31686,28,?,HS-grad,Never-married,?,Own-child,Black,Male,40,United-States,<=50K
6999,50,Self-emp-inc,Bachelors,Widowed,Sales,Unmarried,White,Male,65,United-States,>50K
19070,36,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
23967,59,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
2967,46,Private,Assoc-acdm,Widowed,Tech-support,Unmarried,White,Female,40,United-States,<=50K
12847,44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
30385,18,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
23643,59,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
30528,52,Private,Some-college,Divorced,Sales,Other-relative,White,Female,20,United-States,>50K
7700,22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
10455,42,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Male,40,United-States,<=50K
21431,35,Private,Assoc-voc,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,>50K
4288,36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
24023,47,State-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
21567,31,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
30116,52,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,45,United-States,<=50K
26069,35,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,40,United-States,<=50K
1861,61,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
28402,57,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,Black,Male,50,United-States,<=50K
3075,57,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,Hungary,>50K
24943,36,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,Black,Male,40,United-States,<=50K
3937,69,Private,HS-grad,Separated,Transport-moving,Unmarried,Black,Female,40,United-States,<=50K
5975,35,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
25848,22,Private,Some-college,Never-married,Tech-support,Other-relative,White,Female,40,United-States,<=50K
23384,19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,<=50K
16087,31,Self-emp-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,<=50K
18879,66,?,HS-grad,Widowed,?,Not-in-family,Other,Female,35,Puerto-Rico,<=50K
24877,43,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,40,Philippines,>50K
21747,62,Self-emp-not-inc,HS-grad,Never-married,Other-service,Unmarried,White,Female,6,United-States,<=50K
2143,49,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,>50K
18502,25,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,40,Japan,<=50K
4336,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K
24552,33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
19100,35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
3865,35,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K
14968,43,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
29695,28,Private,Some-college,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,60,United-States,<=50K
8174,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,51,United-States,<=50K
